,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
161,Hyundai,1475000,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0190625,0.0311340206185567,3
162,MG,1729000,27000,Petrol,Automatic,Panvel,Silver,First,Individual,1451.0,,4655.0,1835.0,1760.0,5.0,60.0,0.0282,0.15625,2
163,MG,1764999,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498.0,FWD,4323.0,1809.0,1650.0,5.0,48.0,0.018,0.03272727272727273,1
164,Honda,250000,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354.0,AWD,4630.0,1780.0,1710.0,5.0,58.0,,,16
165,Maruti Suzuki,245000,55000,Petrol,Manual,Faridabad,White,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,6
166,Renault,490000,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.0224,0.10526315789473684,7
167,Hyundai,550000,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
168,Honda,675000,87693,Petrol,Manual,Pune,Red,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,6
169,Mercedes-Benz,2225000,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.03290909090909091,0.25,7
170,Hyundai,560000,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,0.02225,0.14666666666666667,6
171,Skoda,225000,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598.0,FWD,4000.0,1642.0,1522.0,5.0,45.0,0.02,0.04026315789473684,10
172,Skoda,499000,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.02340909090909091,0.16666666666666666,8
173,Kia,1055000,15000,Petrol,Automatic,Kolkata,Other,First,Individual,998.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,0.019666666666666666,0.11466666666666667,2
174,Mahindra,2048999,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0408,0.2057142857142857,2
175,BMW,2775000,68189,Diesel,Automatic,Jaipur,Brown,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,4
176,Mercedes-Benz,1650000,75000,Diesel,Automatic,Faridabad,White,First,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.03722222222222222,0.1875,7
177,Maruti Suzuki,350000,45000,Petrol,Manual,Pune,White,First,Individual,998.0,,3539.0,1495.0,1700.0,5.0,35.0,,,9
178,Audi,1450000,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,8
179,Mahindra,600000,83000,Diesel,Manual,Rudrapur,White,Second,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.16111111111111112,8
180,BMW,1250000,78000,Diesel,Automatic,Mohali,Black,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.046,0.21714285714285714,10
181,Toyota,1675000,211000,Diesel,Manual,Jaipur,White,First,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,8
182,Hyundai,575000,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.013666666666666667,0.02875,7
183,Ford,699000,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,0.0264,0.11714285714285715,5
184,Audi,2450000,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967.0,AWD,5089.0,1983.0,1737.0,6.0,100.0,0.06342105263157895,0.3142857142857143,8
185,Mercedes-Benz,2775000,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.05368421052631579,0.3125,6
186,Maruti Suzuki,430000,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,0.012181818181818183,0.025714285714285714,2
187,Mahindra,1165000,32000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.03,0.15555555555555556,4
188,MG,1780000,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,0.045066666666666665,0.2,2
189,Maruti Suzuki,295000,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,,,11
190,Maruti Suzuki,495000,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.0185,0.095,5
191,Honda,975000,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,3
192,Toyota,645000,76000,Diesel,Manual,Kanpur,Grey,Second,Individual,2494.0,,4555.0,1770.0,1755.0,7.0,55.0,,,9
193,Renault,425000,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.027692307692307693,0.11022222222222222,8
194,Audi,1350000,72000,Diesel,Automatic,Hyderabad,White,Other,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,10
195,Mercedes-Benz,3200000,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987.0,AWD,4781.0,1911.0,1774.0,5.0,95.0,,,8
196,Volvo,1250000,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.04285714285714286,0.23333333333333334,9
197,BMW,5600000,40937,Diesel,Automatic,Chennai,White,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.37333333333333335,4
198,Maruti Suzuki,560000,37000,Diesel,Manual,Salem,Other,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,9
199,Mahindra,1221000,46000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.03,0.15555555555555556,3
200,BMW,2975000,86999,Diesel,Automatic,Mohali,Other,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,5.0,,0.0645,0.37333333333333335,7
201,Honda,295000,70200,Petrol,Automatic,Mumbai,Grey,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,13
202,Mercedes-Benz,1300000,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,0.03321428571428572,0.07125,10
203,Hyundai,950000,73000,Diesel,Automatic,Dehradun,Silver,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,6
204,Mercedes-Benz,1350000,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987.0,RWD,4868.0,1854.0,1471.0,5.0,80.0,,,10
205,Mercedes-Benz,2682000,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,0.07055555555555555,0.386875,7
206,Maruti Suzuki,286000,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,5
207,Hyundai,340000,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,0.02225,0.496,9
208,Skoda,1125000,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,0.0218,0.1,2
209,Tata,580000,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,0.0216,0.09714285714285714,4
210,Maruti Suzuki,495000,13716,Petrol,Manual,Pune,Silver,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.014166666666666666,0.0285,7
211,Maruti Suzuki,550000,89000,Diesel,Manual,Chennai,White,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,8
212,Kia,1485000,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,0.02825,0.16666666666666666,1
213,Skoda,885000,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,0.02,0.0408,4
214,Audi,3650000,25500,Petrol,Automatic,Mumbai,Blue,Second,Other,4163.0,AWD,4649.0,1860.0,1366.0,5.0,64.0,0.05381818181818182,0.1075,10
215,Hyundai,715000,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,37.0,0.013666666666666667,0.0285,2
216,Mercedes-Benz,2485000,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496.0,AWD,5157.0,2183.0,1659.0,7.0,80.0,0.04533333333333334,0.07,10
217,Toyota,2250000,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.245,2
218,Hyundai,1050000,97000,Diesel,Automatic,Zirakpur,Silver,First,Other,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,5
219,Toyota,3600000,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,4
220,Honda,295000,78000,Petrol,Manual,Zirakpur,White,First,Other,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,12
221,Renault,375000,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.009334272631208172,0.016415868673050615,3
222,Audi,7200000,20000,Petrol,Automatic,Bangalore,White,Other,Individual,1984.0,FWD,4915.0,1874.0,1455.0,5.0,75.0,0.045,0.21333333333333335,1
223,Tata,2395000,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,1956.0,FWD,4661.0,1894.0,1786.0,6.0,50.0,0.0448,0.2,1
224,Audi,1775000,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,8
225,Maruti Suzuki,275000,65000,Diesel,Manual,Mumbai,Silver,First,Individual,1248.0,,3715.0,1680.0,1620.0,5.0,43.0,,,11
226,Honda,325000,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,0.0145,0.02422222222222222,8
227,Maruti Suzuki,425000,26000,Diesel,Manual,Delhi,White,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0185,0.095,9
228,Mahindra,1475000,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.037333333333333336,0.21333333333333335,2
229,Toyota,1580000,115000,Diesel,Automatic,Delhi,Other,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.05058823529411765,0.3,4
230,Honda,869000,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.014833333333333334,0.022916666666666665,1
231,Mercedes-Benz,5850000,31000,Diesel,Automatic,Mumbai,Grey,First,Other,2143.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,0.052894736842105265,0.3125,3
232,Jeep,1900000,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956.0,AWD,4395.0,1818.0,1640.0,5.0,60.0,0.0456,0.2,2
233,Maserati,9000000,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979.0,AWD,5005.0,1981.0,1693.0,5.0,80.0,0.06875,0.3,5
234,Toyota,3550000,55000,Diesel,Automatic,Delhi,Black,First,Other,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,2
235,Porsche,3500000,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806.0,AWD,4846.0,1939.0,1702.0,5.0,100.0,0.07692307692307693,0.3111111111111111,8
236,Toyota,2425000,11000,Diesel,Automatic,Agra,Black,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.2571428571428571,0
237,BMW,5811000,24690,Diesel,Automatic,Mumbai,Blue,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,7.0,,0.0645,0.37333333333333335,4
238,Toyota,750000,117000,Diesel,Manual,Agra,White,Second,Individual,2982.0,AWD,4695.0,1840.0,1850.0,7.0,80.0,,,11
239,Audi,2200000,95000,Diesel,Automatic,Lucknow,White,First,Individual,2967.0,AWD,5089.0,1983.0,1737.0,7.0,100.0,0.06342105263157895,0.3142857142857143,8
240,Maruti Suzuki,520000,76000,Other,Manual,Kanpur,White,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,0.010545454545454545,0.022285714285714287,3
241,Maruti Suzuki,390000,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,0.011166666666666667,0.025714285714285714,4
242,Maruti Suzuki,540000,38000,Petrol,Manual,Mumbai,Other,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,7
243,Maruti Suzuki,699000,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.0185,0.095,4
244,Hyundai,484999,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,9
245,Mercedes-Benz,7500000,13000,Petrol,Automatic,Delhi,Red,First,Individual,2996.0,RWD,4702.0,1810.0,1434.0,4.0,66.0,0.06581818181818182,0.26,1
246,Mercedes-Benz,850000,85000,Diesel,Automatic,Mohali,White,Second,Individual,2143.0,RWD,4868.0,1854.0,1471.0,5.0,90.0,0.04833333333333333,0.3125,11
247,Tata,1085000,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,0.0216,0.09714285714285714,4
248,Maruti Suzuki,319000,47800,Petrol,Manual,Dharwad,Red,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,9
249,Mahindra,549000,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.037333333333333336,0.11785714285714285,10
250,Tata,1725000,68758,Diesel,Manual,Hyderabad,White,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,0.0368,0.2,3
251,Honda,475000,72000,Diesel,Manual,Agra,White,Second,Individual,1498.0,FWD,4386.0,1683.0,1603.0,7.0,42.0,0.0275,0.11428571428571428,7
252,Tata,890000,7500,Petrol,Manual,Mumbai,White,First,Individual,1199.0,FWD,3827.0,1742.0,1615.0,5.0,37.0,0.014,0.03424242424242424,0
253,Maruti Suzuki,235000,37000,Petrol,Manual,Mumbai,Brown,Second,Individual,998.0,,3539.0,1495.0,1700.0,5.0,35.0,,,10
254,Hyundai,445000,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,6
255,Honda,1060000,12382,Petrol,Manual,Pune,Maroon,First,Other,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,3
256,Maruti Suzuki,690000,61000,Diesel,Manual,Surat,Other,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0185,0.095,5
257,Jaguar,4200000,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999.0,AWD,4731.0,2071.0,1651.0,5.0,82.0,0.04425,0.24571428571428572,4
258,BMW,2950000,84700,Diesel,Automatic,Pune,Black,Second,Individual,2993.0,AWD,4886.0,1938.0,1762.0,5.0,,0.0645,0.37333333333333335,7
259,Land Rover,12500000,22010,Petrol,Automatic,Mohali,White,First,Individual,1997.0,AWD,4879.0,2073.0,1803.0,5.0,104.0,0.05381818181818182,0.26666666666666666,0
260,Toyota,1750000,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,7
261,Renault,395000,75500,Petrol,Manual,Raipur,Blue,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,4
262,BMW,2790000,25000,Diesel,Automatic,Chennai,White,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,0.047,0.22857142857142856,4
263,Audi,2475000,38000,Diesel,Automatic,Delhi,Red,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.052571428571428575,0.21714285714285714,4
264,Maruti Suzuki,145000,39586,Petrol,Manual,Ranchi,Red,First,Individual,1061.0,FWD,3520.0,1475.0,1690.0,5.0,35.0,,,13
265,Hyundai,750000,33647,Petrol,Automatic,Mumbai,Red,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,0.013666666666666667,0.02875,4
266,BMW,800000,75576,Diesel,Automatic,Mumbai,White,Second,Individual,,,,,,,,,,10
267,Mahindra,950000,86000,Diesel,Manual,Lucknow,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,6
268,Hyundai,569000,57847,Petrol,Manual,Bangalore,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,4
269,Maruti Suzuki,470000,74000,Petrol,Manual,Ranchi,White,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.013833333333333333,0.02875,6
270,Porsche,5350000,58000,Diesel,Automatic,Chandigarh,White,First,Individual,2967.0,AWD,4846.0,2155.0,1705.0,5.0,85.0,0.05568181818181818,0.2,7
271,Nissan,450000,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,0.0224,0.10526315789473684,8
272,Renault,299000,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,6
273,Hyundai,1875000,18000,Petrol,Automatic,Mumbai,Black,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.023,0.16133333333333333,2
274,Mahindra,1825000,11000,Diesel,Automatic,Mumbai,Black,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,0.034666666666666665,0.1875,0
275,Land Rover,4459000,57300,Diesel,Automatic,Indore,White,First,Individual,2179.0,AWD,4600.0,2069.0,1724.0,7.0,65.0,0.037,0.22857142857142856,4
276,BMW,1195000,74000,Diesel,Automatic,Mumbai,Silver,Second,Individual,2497.0,,4841.0,1846.0,1468.0,5.0,70.0,,,12
277,Toyota,790000,25000,Petrol,Automatic,Delhi,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,0.013666666666666667,0.026904761904761904,3
278,Hyundai,1095000,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,5
279,Toyota,1950000,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.245,2
280,Volkswagen,525000,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.0206,0.11666666666666667,7
281,Isuzu,2100000,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999.0,RWD,4825.0,1860.0,1840.0,7.0,65.0,0.04833333333333333,0.2111111111111111,4
282,Maruti Suzuki,270000,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,0.010806451612903226,0.025714285714285714,8
283,Toyota,894999,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,0.0215625,0.04325,7
284,Hyundai,335000,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,9
285,Tata,1000000,38000,Diesel,Manual,Mumbai,White,First,Individual,2179.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,0.037,0.18823529411764706,4
286,Hyundai,220000,126535,Petrol,Manual,Hyderabad,Other,First,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,13
287,Hyundai,960000,37079,Petrol,Automatic,Thane,Red,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,6
288,Mercedes-Benz,7200000,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987.0,AWD,5130.0,1934.0,1850.0,7.0,100.0,0.075,0.3875,4
289,Audi,1300000,51000,Diesel,Automatic,Raipur,Other,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,8
290,Volkswagen,375000,39000,Petrol,Manual,Delhi,Red,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.013703703703703704,0.029333333333333333,9
291,Maruti Suzuki,300000,90000,Petrol,Manual,Pune,White,Second,Individual,,,,,,,,,,11
292,Jaguar,3299000,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,0.04425,0.24571428571428572,5
293,Tata,565000,100472,Diesel,Manual,Ranchi,White,First,Individual,1948.0,,4810.0,1918.0,1925.0,7.0,65.0,,,8
294,Audi,1798999,84700,Diesel,Automatic,Karnal,White,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,6
295,Maruti Suzuki,189000,19759,Petrol,Manual,Chennai,Blue,First,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,,,14
296,Jaguar,1875000,66000,Diesel,Automatic,Mumbai,Other,First,Individual,,,,,,,,,,8
297,Hyundai,545000,56000,Petrol,Manual,Noida,Red,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,8
298,Hyundai,1085000,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.019666666666666666,0.11466666666666667,0
299,Maruti Suzuki,725000,42000,Diesel,Manual,Lucknow,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,4
300,BMW,1090000,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,0.046,0.21714285714285714,10
301,Honda,900000,17000,Petrol,Manual,Ahmedabad,White,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,0.014833333333333334,0.022916666666666665,3
302,BMW,3400000,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,0.047,0.22857142857142856,6
303,Honda,295000,62500,Diesel,Manual,Varanasi,Other,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0275,0.11428571428571428,8
304,Tata,2251000,30229,Diesel,Automatic,Mumbai,White,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,0.0448,0.2,1
305,Porsche,9300000,9000,Petrol,Automatic,Pune,Blue,First,Other,3436.0,AWD,4491.0,1852.0,1304.0,4.0,68.0,0.04391891891891892,0.06964285714285715,3
306,Maruti Suzuki,430000,26600,Other,Manual,Pune,Brown,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.00935483870967742,0.022,6
307,Maruti Suzuki,600000,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.02225,0.11428571428571428,5
308,Hyundai,1595000,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,0.02467741935483871,0.048,5
309,Volkswagen,290000,125000,Diesel,Manual,Jamshedpur,Silver,First,Individual,,,,,,,,,,8
310,Hyundai,375000,29135,Petrol,Manual,Panchkula,White,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,0.013833333333333333,0.02825,9
311,Volvo,1200000,50965,Diesel,Automatic,Kolkata,White,First,Other,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.04285714285714286,0.23333333333333334,7
312,Toyota,1525000,72000,Diesel,Automatic,Delhi,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.2571428571428571,8
313,Mercedes-Benz,2675000,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.03290909090909091,0.25,6
314,Honda,545000,42000,Petrol,Automatic,Delhi,White,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.014833333333333334,0.022916666666666665,7
315,Mercedes-Benz,7900000,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925.0,RWD,5246.0,1899.0,1494.0,5.0,70.0,0.07833333333333334,0.375,5
316,Honda,195000,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198.0,FWD,3900.0,1695.0,1535.0,5.0,42.0,0.01435483870967742,0.022916666666666665,12
317,BMW,4550000,24000,Diesel,Automatic,Delhi,White,First,Individual,1995.0,RWD,4709.0,1827.0,1435.0,5.0,59.0,0.047,0.22857142857142856,1
318,Land Rover,2499000,50623,Diesel,Automatic,Kolkata,Other,Second,Individual,2179.0,AWD,4465.0,1900.0,1635.0,5.0,57.0,0.053714285714285714,0.24,7
319,Mahindra,210000,85000,Diesel,Manual,Kanpur,White,Other,Individual,2489.0,,4520.0,1850.0,1895.0,7.0,55.0,,,10
320,Hyundai,1097000,1700,Diesel,Manual,Mumbai,White,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.02475,0.16,0
